@W: CG133 :"C:\Users\SEC29\Desktop\i2s_iot\zcr.v":23:4:23:8|Object clear is declared but not assigned. Either assign a value or remove the declaration.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_79_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_80_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_80_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_81_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_81_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_82_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_82_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_83_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_83_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_84_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_84_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_85_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_85_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_86_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_86_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_87_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_87_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_88_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_89_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_89_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_90_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_90_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":234:0:234:5|Pruning unused register min_diff[21:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":216:0:216:5|Pruning unused register current_diff_59_[21:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register left_data_storage_59_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":197:0:197:5|Pruning unused register right_data_storage_88_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register full. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register min_diff[21:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register left_data_storage_59_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":164:0:164:5|Pruning unused register right_data_storage_88_[15:0]. Make sure that there are no unused intermediate registers.
@W: CL207 :"C:\Users\SEC29\Desktop\i2s_iot\beamforming.v":161:0:161:5|All reachable assignments to led_pattern[7:0] assign 0, register removed by optimization.
@W: CG1273 :"C:\Users\SEC29\Desktop\i2s_iot\i2c_top.v":204:30:204:33|An input port (port DATA) is the target of an assignment - please check if this is intentional
@W: CG360 :"C:\Users\SEC29\Desktop\i2s_iot\i2c_top.v":87:5:87:16|Removing wire SDA_EN_1_out, as there is no assignment to it.
@W: CG360 :"C:\Users\SEC29\Desktop\i2s_iot\i2c_top.v":88:5:88:16|Removing wire SDA_EN_2_out, as there is no assignment to it.
@W: CG360 :"C:\Users\SEC29\Desktop\i2s_iot\i2c_top.v":89:5:89:16|Removing wire SDA_EN_3_out, as there is no assignment to it.
@W: CS142 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":6:4:6:17|Range of port horizontal_out in port declaration and body are different.
@W: CS142 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":7:4:7:15|Range of port vertical_out in port declaration and body are different.
@W: CG781 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":122:31:122:31|Input RPReset on instance horizontal_port is undriven; assigning to 0.  Simulation mismatch possible. Either assign the input or remove the declaration. 
@W: CG781 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":128:31:128:31|Input RPReset on instance vertical_right is undriven; assigning to 0.  Simulation mismatch possible. Either assign the input or remove the declaration. 
@W: CS263 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":127:33:127:59|Port-width mismatch for port Data. The port definition is 16 bits, but the actual port connection bit width is 17. Adjust either the definition or the instantiation of this port.
@W: CS263 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":128:39:128:53|Port-width mismatch for port Q. The port definition is 16 bits, but the actual port connection bit width is 32. Adjust either the definition or the instantiation of this port.
@W: CG781 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":131:31:131:31|Input RPReset on instance vertical_left is undriven; assigning to 0.  Simulation mismatch possible. Either assign the input or remove the declaration. 
@W: CS263 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":130:31:130:56|Port-width mismatch for port Data. The port definition is 16 bits, but the actual port connection bit width is 17. Adjust either the definition or the instantiation of this port.
@W: CS263 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":131:39:131:52|Port-width mismatch for port Q. The port definition is 16 bits, but the actual port connection bit width is 32. Adjust either the definition or the instantiation of this port.
@W: CS263 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":178:15:178:28|Port-width mismatch for port left_data_in. The port definition is 16 bits, but the actual port connection bit width is 32. Adjust either the definition or the instantiation of this port.
@W: CS263 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":179:16:179:30|Port-width mismatch for port right_data_in. The port definition is 16 bits, but the actual port connection bit width is 32. Adjust either the definition or the instantiation of this port.
@W: CS263 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":181:14:181:24|Port-width mismatch for port led_pattern. The port definition is 8 bits, but the actual port connection bit width is 1. Adjust either the definition or the instantiation of this port.
@W: CG360 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":30:28:30:39|Removing wire vertical_out, as there is no assignment to it.
@W: CG360 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":41:12:41:26|Removing wire zcr_count_right, as there is no assignment to it.
@W: CG360 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":42:6:42:20|Removing wire zcr_valid_right, as there is no assignment to it.
@W: CG360 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":45:13:45:20|Removing wire fifo_in2, as there is no assignment to it.
@W: CG360 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":58:16:58:19|Removing wire DATA, as there is no assignment to it.
@W: CL156 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":188:14:188:18|*Input Clock to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":190:13:190:16|*Input CS_L to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":191:10:191:13|*Input RW_L to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":193:11:193:12|*Input A0 to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":193:19:193:20|*Input A1 to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":193:27:193:28|*Input A2 to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":58:16:58:19|*Input DATA[7:0] to expression [instance] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL156 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":180:22:180:27|*Input rd_en1 to expression [not] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL157 :"C:\Users\SEC29\Desktop\i2s_iot\top.v":30:28:30:39|*Output vertical_out has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the output.
@W: CL247 :"C:\Users\SEC29\Desktop\i2s_iot\submean2.v":14:24:14:30|Input port bit 15 of data_in[15:0] is unused
@W: CL190 :"C:\Users\SEC29\Desktop\i2s_iot\ste.v":23:0:23:5|Optimizing register bit window_count[4] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL190 :"C:\Users\SEC29\Desktop\i2s_iot\ste.v":23:0:23:5|Optimizing register bit window_count[5] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL190 :"C:\Users\SEC29\Desktop\i2s_iot\ste.v":23:0:23:5|Optimizing register bit window_count[6] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL279 :"C:\Users\SEC29\Desktop\i2s_iot\ste.v":23:0:23:5|Pruning register bits 6 to 4 of window_count[6:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL247 :"C:\Users\SEC29\Desktop\i2s_iot\ste.v":12:24:12:27|Input port bit 15 of data[15:0] is unused
@W: CL246 :"C:\Users\SEC29\Desktop\i2s_iot\ste.v":12:24:12:27|Input port bits 7 to 0 of data[15:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL190 :"C:\Users\SEC29\Desktop\i2s_iot\zcr.v":57:14:57:25|Optimizing register bit window_count[4] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL190 :"C:\Users\SEC29\Desktop\i2s_iot\zcr.v":57:14:57:25|Optimizing register bit window_count[5] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL190 :"C:\Users\SEC29\Desktop\i2s_iot\zcr.v":57:14:57:25|Optimizing register bit window_count[6] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL279 :"C:\Users\SEC29\Desktop\i2s_iot\zcr.v":57:14:57:25|Pruning register bits 6 to 4 of window_count[6:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL246 :"C:\Users\SEC29\Desktop\i2s_iot\zcr.v":13:24:13:27|Input port bits 14 to 0 of data[15:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL190 :"C:\Users\SEC29\Desktop\i2s_iot\clkdiv.v":16:0:16:5|Optimizing register bit r_reg[2] to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\SEC29\Desktop\i2s_iot\clkdiv.v":16:0:16:5|Pruning register bit 2 of r_reg[2:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.

